"","Current Residence State Code","Current Residence FIPS County Code","Residence 1 Year Ago State/U.S. Island Area/Foreign Region Code","Residence 1 Year Ago FIPS County Code","State of Current Residence","County of Current Residence","County of Current Residence_Population 1 Year and Over_Estimate","County of Current Residence_Population 1 Year and Over_MOE","County of Current Residence_Nonmovers_Estimate","County of Current Residence_Nonmovers_MOE","County of Current Residence_Movers within United States_Estimate","County of Current Residence_Movers within United States_MOE","County of Current Residence_Movers within Same County_Estimate","County of Current Residence_Movers within Same County_MOE","County of Current Residence_Movers from Different County, Same State_Estimate","County of Current Residence_Movers from Different County, Same State_MOE","County of Current Residence_Movers from Different State_Estimate","County of Current Residence_Movers from Different State_MOE","County of Current Residence_Movers from Abroad1_Estimate","County of Current Residence_Movers from Abroad1_MOE","State/U.S. Island Area/Foreign Region of Residence 1 Year Ago","County of Residence 1 Year Ago","County of Residence 1 Year Ago_Population 1 Year and Over_Estimate","County of Residence 1 Year Ago_Population 1 Year and Over_MOE","County of Residence 1 Year Ago_Nonmovers_Estimate","County of Residence 1 Year Ago_Nonmovers_MOE","County of Residence 1 Year Ago_Movers within United States or Puerto Rico2_Estimate","County of Residence 1 Year Ago_Movers within United States or Puerto Rico2_MOE","County of Residence 1 Year Ago_Movers within Same County_Estimate","County of Residence 1 Year Ago_Movers within Same County_MOE","County of Residence 1 Year Ago_Movers to Different County, Same State_Estimate","County of Residence 1 Year Ago_Movers to Different County, Same State_MOE","County of Residence 1 Year Ago_Movers to Different State_Estimate","County of Residence 1 Year Ago_Movers to Different State_MOE","County of Residence 1 Year Ago_Movers to Puerto Rico_Estimate","County of Residence 1 Year Ago_Movers to Puerto Rico_MOE","Movers in County-to-County Flow_Estimate","Movers in County-to-County Flow_MOE"
"1","016","001","002","020","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Alaska","Anchorage Municipality",294428,3095,234127,3093,60301,3259,34184,2400,6801,853,19316,1688,NA,NA,261,242
"2","016","001","002","063","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Alaska","Chugach Census Area",6746,497,5775,289,971,364,100,65,429,285,442,201,NA,NA,52,36
"3","016","001","002","110","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Alaska","Juneau City and Borough",31984,684,26542,709,5442,832,3073,670,822,396,1547,457,NA,NA,27,44
"4","016","001","002","122","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Alaska","Kenai Peninsula Borough",58061,983,49513,764,8548,1068,5027,712,1363,671,2158,413,NA,NA,26,43
"5","016","001","002","170","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Alaska","Matanuska-Susitna Borough",104072,1481,89456,1094,14616,1313,8216,874,2806,687,3594,705,NA,NA,33,54
"6","016","001","004","001","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Arizona","Apache County",74511,1013,66818,656,7693,1041,1828,374,4067,813,1798,517,NA,NA,26,33
"7","016","001","004","003","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Arizona","Cochise County",124191,1503,105084,1429,19107,1489,7720,975,4561,750,6826,856,NA,NA,1,2
"8","016","001","004","005","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Arizona","Coconino County",133828,1906,106539,2025,27289,2460,14306,1754,7331,948,5652,793,NA,NA,43,48
"9","016","001","004","013","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Arizona","Maricopa County",4294816,7863,3637569,12791,657176,11666,508750,10297,47928,2845,100498,4438,71,58,531,341
"10","016","001","004","017","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Arizona","Navajo County",108298,1156,94451,1352,13847,1404,7518,1204,4590,700,1739,380,NA,NA,10,18
"11","016","001","004","019","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Arizona","Pima County",1004433,3405,830937,5139,173419,5085,128481,4393,15987,1432,28951,2208,77,101,4,10
"12","016","001","006","001","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Alameda County",1643733,4897,1435632,4472,208101,4467,105131,3637,71396,2432,31574,2102,NA,NA,246,173
"13","016","001","006","007","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Butte County",221201,1964,181632,2502,39569,2429,25125,1848,10968,1320,3476,615,NA,NA,28,29
"14","016","001","006","011","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Colusa County",21383,460,19095,406,2288,499,1186,319,978,318,124,100,NA,NA,80,90
"15","016","001","006","013","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Contra Costa County",1128403,4270,1001264,4600,127139,4770,70861,4147,36689,2096,19589,1818,NA,NA,244,142
"16","016","001","006","017","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","El Dorado County",185741,2150,162088,2111,23653,1967,11096,1426,7600,956,4957,856,NA,NA,4,8
"17","016","001","006","019","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Fresno County",971892,3305,850945,5026,120947,4435,93161,4460,19379,1418,8407,1007,NA,NA,293,201
"18","016","001","006","025","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Imperial County",179305,1396,159078,2157,20227,2020,13055,1882,4726,695,2446,778,NA,NA,17,28
"19","016","001","006","027","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Inyo County",18833,573,16008,341,2825,545,613,220,1160,373,1052,364,NA,NA,12,19
"20","016","001","006","029","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Kern County",874840,3336,760031,4928,114809,3922,79067,3792,23173,1613,12569,1381,NA,NA,42,47
"21","016","001","006","031","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Kings County",147031,1712,125276,1847,21755,1765,12088,1493,6657,730,3010,623,NA,NA,68,90
"22","016","001","006","037","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Los Angeles County",9992508,8259,8950027,12213,1042027,12780,717388,10582,180755,5598,143884,4931,454,239,639,294
"23","016","001","006","039","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Madera County",153102,1381,134735,1842,18367,1807,10092,1585,7026,988,1249,401,NA,NA,27,41
"24","016","001","006","041","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Marin County",254775,2006,224256,1845,30519,1956,14001,1365,11608,1207,4910,656,NA,NA,62,85
"25","016","001","006","045","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Mendocino County",86143,1036,75145,1117,10998,1010,6846,860,2614,452,1538,550,NA,NA,11,24
"26","016","001","006","047","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Merced County",267834,2281,234347,2657,33487,2310,20788,1731,9523,1334,3176,782,NA,NA,23,85
"27","016","001","006","049","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Modoc County",8812,357,7229,290,1583,439,805,296,579,301,199,104,NA,NA,22,32
"28","016","001","006","055","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Napa County",139590,1772,122059,1171,17531,1943,8083,909,7042,1554,2406,513,NA,NA,97,154
"29","016","001","006","059","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Orange County",3131572,6876,2745432,6760,386140,7615,255402,5906,75299,3229,55439,2706,NA,NA,1192,462
"30","016","001","006","061","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Placer County",383681,2986,336950,2719,46731,2527,22431,1741,16732,1569,7568,955,NA,NA,174,107
"31","016","001","006","065","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Riverside County",2382422,7560,2120021,8916,262273,7858,164401,5901,61729,3339,36143,2913,128,166,413,310
"32","016","001","006","067","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Sacramento County",1506394,4402,1298698,5339,207696,5566,138844,5099,46638,2646,22214,1763,NA,NA,642,392
"33","016","001","006","071","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","San Bernardino County",2109202,6136,1876486,7274,232716,6359,144025,5623,53033,2732,35658,2213,NA,NA,524,448
"34","016","001","006","073","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","San Diego County",3274487,5768,2792207,9001,482271,9083,325445,7330,61910,3414,94916,3522,9,14,737,570
"35","016","001","006","075","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","San Francisco County",876575,3850,739716,3372,136683,4161,64005,2752,50483,2531,22195,1550,176,126,28,43
"36","016","001","006","077","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","San Joaquin County",736999,3821,650460,5032,86539,4597,55307,3785,23054,1683,8178,1343,NA,NA,309,245
"37","016","001","006","079","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","San Luis Obispo County",272284,1835,230094,2528,42190,2367,27789,2125,9563,932,4838,789,NA,NA,100,137
"38","016","001","006","081","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","San Mateo County",755129,3236,665869,3316,89260,3370,40261,2117,36156,2182,12843,1142,NA,NA,315,332
"39","016","001","006","083","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Santa Barbara County",432688,2575,359133,2955,73555,2850,50480,2397,13676,1243,9399,1338,NA,NA,9,24
"40","016","001","006","085","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Santa Clara County",1904973,5169,1630204,5674,274733,6345,163787,4745,71846,3242,39100,3557,36,34,386,229
"41","016","001","006","087","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Santa Cruz County",266508,1761,230336,2162,36172,2068,20189,1880,11387,937,4596,650,NA,NA,260,212
"42","016","001","006","089","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Shasta County",176782,1791,151710,1898,25072,1729,16050,1306,5609,818,3413,647,NA,NA,48,77
"43","016","001","006","095","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Solano County",433910,2730,380510,3242,53400,2939,28807,2381,16583,1588,8010,967,NA,NA,2,5
"44","016","001","006","097","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Sonoma County",492984,2716,425885,3512,67099,3227,43971,3000,14134,1469,8994,1100,NA,NA,186,205
"45","016","001","006","099","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Stanislaus County",538554,2901,477879,3384,60675,3452,38805,2870,16037,1592,5833,737,NA,NA,71,68
"46","016","001","006","101","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Sutter County",94951,1115,82128,1510,12823,1392,6928,1114,4355,780,1540,481,NA,NA,85,105
"47","016","001","006","109","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Tuolumne County",52838,1040,45206,986,7632,673,3974,564,2865,488,793,289,NA,NA,18,18
"48","016","001","006","111","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Ventura County",838608,3078,756405,3649,82203,4174,48563,3248,17489,1560,16151,1784,NA,NA,209,152
"49","016","001","006","113","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"California","Yolo County",211174,2064,173538,2197,37636,2489,20136,1556,13300,1165,4200,985,NA,NA,76,103
"50","016","001","008","005","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Colorado","Arapahoe County",637498,3629,529971,4060,107527,3817,48580,2953,39941,2281,19006,1493,NA,NA,55,68
"51","016","001","008","031","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Colorado","Denver County",707069,5906,567350,4796,139709,4380,58132,2971,55288,2885,26289,2131,10,17,28,44
"52","016","001","008","035","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Colorado","Douglas County",336153,2767,287368,2837,48785,2513,21350,1892,16980,1502,10455,1099,NA,NA,186,195
"53","016","001","008","041","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Colorado","El Paso County",689774,3984,554323,4808,135337,3944,77796,3477,14923,1610,42618,2389,114,108,119,172
"54","016","001","008","043","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Colorado","Fremont County",48021,904,41537,811,6484,825,2743,520,2166,458,1575,418,NA,NA,10,15
"55","016","001","008","101","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Colorado","Pueblo County",166236,1398,141110,1611,25126,1999,16258,1572,5297,728,3571,711,NA,NA,69,83
"56","016","001","008","125","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Colorado","Yuma County",9867,379,8494,353,1373,326,601,232,447,160,325,144,NA,NA,19,34
"57","016","001","012","057","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Florida","Hillsborough County",1413244,5504,1177447,6791,235226,5458,155219,5524,47465,2622,32542,2314,571,273,38,37
"58","016","001","012","095","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Florida","Orange County",1334078,6041,1117780,7765,214632,7462,128065,5624,55084,3418,31483,2206,1666,493,1,5
"59","016","001","012","099","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Florida","Palm Beach County",1442751,5137,1261675,5858,181032,5610,119519,4689,33181,2217,28332,2665,44,50,20,31
"60","016","001","012","105","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Florida","Polk County",679277,4175,594427,4721,84655,4082,49573,3589,22776,2078,12306,1243,195,125,212,347
"61","016","001","012","113","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Florida","Santa Rosa County",176897,2475,148943,2465,27954,2286,11713,1762,8311,1099,7930,1178,NA,NA,17,28
"62","016","001","012","127","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Florida","Volusia County",526306,3360,467509,3635,58608,2796,35906,2260,11321,1239,11381,1255,189,158,37,50
"63","016","001","013","057","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Georgia","Cherokee County",250505,2974,219645,2659,30860,2491,13124,1855,12402,1504,5334,988,NA,NA,96,146
"64","016","001","013","067","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Georgia","Cobb County",741978,4484,632538,5173,109369,5304,53600,3584,34108,2468,21661,1934,71,112,72,87
"65","016","001","013","121","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Georgia","Fulton County",1036641,6445,853688,6131,182791,5221,84814,4257,60430,3767,37547,2395,162,139,17,24
"66","016","001","015","001","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Hawaii","Hawaii County",198906,1698,176268,1848,22598,1630,13291,1424,3105,520,6202,788,40,65,39,58
"67","016","001","015","003","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Hawaii","Honolulu County",970503,4155,833766,4249,136720,4344,80573,3475,4112,732,52035,3012,17,27,46,54
"68","016","001","015","009","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Hawaii","Maui County",161738,1273,144565,1654,17173,1766,10845,1283,1052,344,5276,884,NA,NA,242,261
"69","016","001","016","003","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Adams County",3802,157,3531,133,271,101,121,57,124,68,26,43,NA,NA,43,44
"70","016","001","016","005","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Bannock County",84822,1073,69561,1042,15261,943,8909,720,3630,573,2722,584,NA,NA,1162,362
"71","016","001","016","009","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Benewah County",9260,295,8163,202,1097,304,369,146,460,221,268,126,NA,NA,158,170
"72","016","001","016","011","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Bingham County",45828,986,39270,997,6558,1026,3422,811,1676,486,1460,500,NA,NA,60,55
"73","016","001","016","013","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Blaine County",22631,641,20139,596,2492,607,1215,465,749,344,528,175,NA,NA,212,126
"74","016","001","016","015","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Boise County",7671,266,6844,172,827,255,193,100,125,68,509,220,NA,NA,48,39
"75","016","001","016","017","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Bonner County",43944,772,38271,883,5673,882,3092,613,1033,471,1548,387,NA,NA,41,34
"76","016","001","016","019","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Bonneville County",112990,1243,95382,1563,17608,1608,11049,1305,3392,620,3167,644,NA,NA,515,225
"77","016","001","016","027","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Canyon County",213869,2203,178734,3073,35135,3223,23872,2797,6231,984,5032,917,NA,NA,3357,924
"78","016","001","016","029","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Caribou County",6821,210,6258,199,563,220,268,124,148,67,147,142,NA,NA,10,14
"79","016","001","016","031","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Cassia County",23501,759,20361,531,3140,746,1168,352,1456,566,516,375,NA,NA,47,69
"80","016","001","016","033","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Clark County",860,138,722,148,138,73,59,58,78,45,1,4,NA,NA,8,16
"81","016","001","016","035","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Clearwater County",8461,287,7473,274,988,338,419,224,290,129,279,157,NA,NA,62,54
"82","016","001","016","039","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Elmore County",26083,772,20866,751,5217,806,2703,630,885,311,1629,375,NA,NA,535,280
"83","016","001","016","043","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Fremont County",13165,558,11304,277,1861,551,552,227,819,335,490,283,NA,NA,40,45
"84","016","001","016","045","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Gem County",17497,403,15637,522,1860,459,1069,415,492,233,299,141,NA,NA,77,63
"85","016","001","016","047","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Gooding County",16289,905,13388,402,2901,855,964,326,1644,790,293,219,NA,NA,149,152
"86","016","001","016","049","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Idaho County",16183,506,14128,445,2055,391,805,255,877,265,373,130,NA,NA,127,114
"87","016","001","016","051","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Jefferson County",28282,861,25239,951,3043,752,1063,603,1516,419,464,169,NA,NA,20,26
"88","016","001","016","053","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Jerome County",23181,690,20041,709,3140,714,1709,530,1051,414,380,223,NA,NA,14,22
"89","016","001","016","055","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Kootenai County",158022,1605,134887,1855,23135,1876,14589,1535,2612,458,5934,962,NA,NA,274,156
"90","016","001","016","057","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Latah County",38883,1149,29548,913,9335,1167,4938,730,1385,427,3012,899,NA,NA,377,151
"91","016","001","016","059","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Lemhi County",7564,308,6772,289,792,297,436,207,259,186,97,54,NA,NA,87,143
"92","016","001","016","061","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Lewis County",4046,406,3391,86,655,416,110,63,486,389,59,52,NA,NA,256,377
"93","016","001","016","063","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Lincoln County",5355,213,4720,130,635,234,246,103,280,165,109,106,NA,NA,88,126
"94","016","001","016","065","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Madison County",38125,1350,26014,1113,12111,1244,5088,683,2025,547,4998,757,NA,NA,61,64
"95","016","001","016","067","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Minidoka County",19527,673,17489,600,2038,528,1010,336,916,342,112,63,NA,NA,28,28
"96","016","001","016","069","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Nez Perce County",40863,795,34269,769,6594,913,3096,607,727,178,2771,548,NA,NA,81,60
"97","016","001","016","073","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Owyhee County",11600,488,9771,350,1829,482,643,263,987,396,199,151,NA,NA,44,43
"98","016","001","016","075","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Payette County",22913,668,19153,719,3760,633,2250,553,957,335,553,189,NA,NA,220,154
"99","016","001","016","077","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Power County",7317,386,5950,614,1367,643,992,580,128,78,247,323,NA,NA,4,8
"100","016","001","016","079","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Shoshone County",12096,510,10257,342,1839,447,1074,271,511,295,254,143,NA,NA,27,33
"101","016","001","016","081","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Teton County",11185,403,9558,483,1627,447,906,365,318,215,403,161,NA,NA,132,176
"102","016","001","016","083","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Twin Falls County",83036,1229,70887,1500,12149,1221,7369,1136,2682,383,2098,420,NA,NA,734,269
"103","016","001","016","085","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Idaho","Valley County",10806,684,8497,636,2309,665,993,460,684,338,632,343,NA,NA,126,104
"104","016","001","017","031","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Illinois","Cook County",5160041,7593,4470049,10681,689580,10385,475372,9576,84813,3354,129395,4170,412,186,47,53
"105","016","001","017","091","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Illinois","Kankakee County",110622,1126,97770,905,12852,1247,6459,768,4238,885,2155,517,NA,NA,1,2
"106","016","001","017","097","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Illinois","Lake County",692453,3768,604696,3784,87691,4589,46119,3190,14835,1352,26737,2289,66,56,4,8
"107","016","001","017","111","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Illinois","McHenry County",306612,1996,271755,2053,34857,1970,18104,1562,9216,1203,7537,838,NA,NA,14,23
"108","016","001","017","113","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Illinois","McLean County",168593,1542,143491,1696,25102,1626,14373,1207,5938,669,4791,666,NA,NA,186,180
"109","016","001","017","163","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Illinois","St. Clair County",259239,2438,225396,2352,33843,2481,17197,1570,5518,782,11128,1594,NA,NA,7,11
"110","016","001","018","003","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Indiana","Allen County",370967,1862,316615,2712,54352,2743,37816,2405,9205,1042,7331,908,NA,NA,7,11
"111","016","001","018","091","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Indiana","LaPorte County",106565,1322,91938,1265,14627,1237,8492,931,3900,710,2235,421,NA,NA,63,81
"112","016","001","018","127","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Indiana","Porter County",166750,1461,147599,1577,19151,1862,10037,1389,5579,935,3535,692,NA,NA,17,25
"113","016","001","018","157","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Indiana","Tippecanoe County",180494,1863,144060,2250,36434,2213,24326,1905,6002,740,6106,867,NA,NA,22,28
"114","016","001","019","019","Idaho","Ada County",465697,500,389580,3821,74514,3734,43163,2754,9224,1161,22127,2062,1603,456,"Iowa","Buchanan County",20714,424,18430,448,2284,366,1215,283,910,246,159,110,NA,NA,32,50
