"","Current Residence State Code","Current Residence FIPS County Code","Residence 1 Year Ago State/U.S. Island Area/Foreign Region Code","Residence 1 Year Ago FIPS County Code","State of Current Residence","County of Current Residence","County of Current Residence_Population 1 Year and Over_Estimate","County of Current Residence_Population 1 Year and Over_MOE","County of Current Residence_Nonmovers_Estimate","County of Current Residence_Nonmovers_MOE","County of Current Residence_Movers within United States_Estimate","County of Current Residence_Movers within United States_MOE","County of Current Residence_Movers within Same County_Estimate","County of Current Residence_Movers within Same County_MOE","County of Current Residence_Movers from Different County, Same State_Estimate","County of Current Residence_Movers from Different County, Same State_MOE","County of Current Residence_Movers from Different State_Estimate","County of Current Residence_Movers from Different State_MOE","County of Current Residence_Movers from Abroad1_Estimate","County of Current Residence_Movers from Abroad1_MOE","State/U.S. Island Area/Foreign Region of Residence 1 Year Ago","County of Residence 1 Year Ago","County of Residence 1 Year Ago_Population 1 Year and Over_Estimate","County of Residence 1 Year Ago_Population 1 Year and Over_MOE","County of Residence 1 Year Ago_Nonmovers_Estimate","County of Residence 1 Year Ago_Nonmovers_MOE","County of Residence 1 Year Ago_Movers within United States or Puerto Rico2_Estimate","County of Residence 1 Year Ago_Movers within United States or Puerto Rico2_MOE","County of Residence 1 Year Ago_Movers within Same County_Estimate","County of Residence 1 Year Ago_Movers within Same County_MOE","County of Residence 1 Year Ago_Movers to Different County, Same State_Estimate","County of Residence 1 Year Ago_Movers to Different County, Same State_MOE","County of Residence 1 Year Ago_Movers to Different State_Estimate","County of Residence 1 Year Ago_Movers to Different State_MOE","County of Residence 1 Year Ago_Movers to Puerto Rico_Estimate","County of Residence 1 Year Ago_Movers to Puerto Rico_MOE","Movers in County-to-County Flow_Estimate","Movers in County-to-County Flow_MOE"
"500","016","009","053","053","Idaho","Benewah County",9113,41,8163,202,943,193,369,146,304,115,270,99,7,8,"Washington","Pierce County",863353,5382,723599,5232,139701,4737,85019,3913,25831,1708,28851,2457,53,82,21,25
"501","016","009","053","061","Idaho","Benewah County",9113,41,8163,202,943,193,369,146,304,115,270,99,7,8,"Washington","Snohomish County",793867,3906,685271,3710,108596,3988,64881,2851,26013,1734,17702,1672,NA,NA,47,48
"502","016","009","053","063","Idaho","Benewah County",9113,41,8163,202,943,193,369,146,304,115,270,99,7,8,"Washington","Spokane County",494843,3004,411084,3032,83759,2851,59720,2513,10135,969,13904,1569,NA,NA,8,11
"503","016","009","053","065","Idaho","Benewah County",9113,41,8163,202,943,193,369,146,304,115,270,99,7,8,"Washington","Stevens County",45027,781,39948,632,5079,653,2228,412,1887,446,964,334,NA,NA,8,11
"504","016","009","053","067","Idaho","Benewah County",9113,41,8163,202,943,193,369,146,304,115,270,99,7,8,"Washington","Thurston County",276566,2605,229158,2805,47408,2364,27786,2161,9043,968,10579,1473,NA,NA,14,14
"505","016","009","053","075","Idaho","Benewah County",9113,41,8163,202,943,193,369,146,304,115,270,99,7,8,"Washington","Whitman County",45525,1237,33136,1015,12389,1021,6601,683,3246,642,2542,626,NA,NA,7,11
"506","016","009","ASI",NA,"Idaho","Benewah County",9113,41,8163,202,943,193,369,146,304,115,270,99,7,8,"Asia","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6
"507","016","009","EUR",NA,"Idaho","Benewah County",9113,41,8163,202,943,193,369,146,304,115,270,99,7,8,"Europe","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6
"508","016","011","004","013","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Arizona","Maricopa County",4294816,7863,3637569,12791,657176,11666,508750,10297,47928,2845,100498,4438,71,58,165,221
"509","016","011","006","037","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"California","Los Angeles County",9992508,8259,8950027,12213,1042027,12780,717388,10582,180755,5598,143884,4931,454,239,12,18
"510","016","011","006","059","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"California","Orange County",3131572,6876,2745432,6760,386140,7615,255402,5906,75299,3229,55439,2706,NA,NA,9,12
"511","016","011","006","067","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"California","Sacramento County",1506394,4402,1298698,5339,207696,5566,138844,5099,46638,2646,22214,1763,NA,NA,159,210
"512","016","011","006","093","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"California","Siskiyou County",43130,746,36495,664,6635,692,3702,547,1247,338,1686,421,NA,NA,18,31
"513","016","011","008","031","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Colorado","Denver County",707069,5906,567350,4796,139709,4380,58132,2971,55288,2885,26289,2131,10,17,1,2
"514","016","011","008","043","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Colorado","Fremont County",48021,904,41537,811,6484,825,2743,520,2166,458,1575,418,NA,NA,5,12
"515","016","011","008","069","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Colorado","Larimer County",340822,2410,279622,2991,61200,2828,34484,2415,13234,1142,13482,1453,NA,NA,7,17
"516","016","011","009","003","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Connecticut","Hartford County",887047,3474,781119,3732,105594,4305,63916,3117,15532,1649,26146,2075,334,253,6,16
"517","016","011","012","095","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Florida","Orange County",1334078,6041,1117780,7765,214632,7462,128065,5624,55084,3418,31483,2206,1666,493,1,5
"518","016","011","012","097","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Florida","Osceola County",349315,3794,308775,4171,40122,3864,19096,3236,15243,1942,5783,805,418,225,14,31
"519","016","011","013","113","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Georgia","Fayette County",112400,1465,99433,1410,12967,1207,4178,757,5803,852,2986,667,NA,NA,27,42
"520","016","011","013","121","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Georgia","Fulton County",1036641,6445,853688,6131,182791,5221,84814,4257,60430,3767,37547,2395,162,139,37,58
"521","016","011","016","001","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Ada County",458218,3275,389580,3821,68572,3603,43163,2754,12916,1481,12493,1248,66,85,280,195
"522","016","011","016","005","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Bannock County",84822,1073,69561,1042,15261,943,8909,720,3630,573,2722,584,NA,NA,422,207
"523","016","011","016","007","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Bear Lake County",5958,240,5195,188,763,238,399,143,162,118,202,141,NA,NA,17,25
"524","016","011","016","009","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Benewah County",9260,295,8163,202,1097,304,369,146,460,221,268,126,NA,NA,10,20
"525","016","011","016","017","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Bonner County",43944,772,38271,883,5673,882,3092,613,1033,471,1548,387,NA,NA,28,45
"526","016","011","016","019","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Bonneville County",112990,1243,95382,1563,17608,1608,11049,1305,3392,620,3167,644,NA,NA,202,183
"527","016","011","016","023","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Butte County",2594,152,2329,106,265,146,91,69,154,118,20,21,NA,NA,22,35
"528","016","011","016","027","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Canyon County",213869,2203,178734,3073,35135,3223,23872,2797,6231,984,5032,917,NA,NA,114,124
"529","016","011","016","031","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Cassia County",23501,759,20361,531,3140,746,1168,352,1456,566,516,375,NA,NA,58,72
"530","016","011","016","035","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Clearwater County",8461,287,7473,274,988,338,419,224,290,129,279,157,NA,NA,17,39
"531","016","011","016","051","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Jefferson County",28282,861,25239,951,3043,752,1063,603,1516,419,464,169,NA,NA,48,57
"532","016","011","016","055","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Kootenai County",158022,1605,134887,1855,23135,1876,14589,1535,2612,458,5934,962,NA,NA,11,16
"533","016","011","016","065","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Madison County",38125,1350,26014,1113,12111,1244,5088,683,2025,547,4998,757,NA,NA,101,98
"534","016","011","016","073","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Owyhee County",11600,488,9771,350,1829,482,643,263,987,396,199,151,NA,NA,55,89
"535","016","011","016","075","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Payette County",22913,668,19153,719,3760,633,2250,553,957,335,553,189,NA,NA,23,28
"536","016","011","016","083","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Idaho","Twin Falls County",83036,1229,70887,1500,12149,1221,7369,1136,2682,383,2098,420,NA,NA,4,9
"537","016","011","022","119","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Louisiana","Webster Parish",38696,592,35674,492,3022,640,1248,340,1142,460,632,226,NA,NA,18,29
"538","016","011","030","013","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Montana","Cascade County",79564,1207,65396,1135,14168,1360,8507,958,2205,543,3456,624,NA,NA,28,47
"539","016","011","030","041","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Montana","Hill County",16610,494,14391,307,2219,473,912,220,1068,416,239,134,NA,NA,54,59
"540","016","011","030","093","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Montana","Silver Bow County",33837,637,29558,788,4279,610,2603,478,953,264,723,223,NA,NA,26,45
"541","016","011","032","003","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Nevada","Clark County",2163371,5708,1826969,7685,336388,7909,263861,7070,8213,1183,64314,3208,14,21,63,94
"542","016","011","032","017","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Nevada","Lincoln County",5111,298,4260,368,851,382,447,294,194,157,210,140,NA,NA,8,12
"543","016","011","041","001","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Oregon","Baker County",16584,684,12861,418,3723,627,1314,332,1919,493,490,242,NA,NA,33,51
"544","016","011","041","005","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Oregon","Clackamas County",407805,2804,354132,2659,53673,2856,26385,1986,18432,1680,8856,851,NA,NA,4,8
"545","016","011","041","065","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Oregon","Wasco County",25640,583,22269,548,3371,594,1622,360,1003,340,746,304,NA,NA,57,72
"546","016","011","041","071","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Oregon","Yamhill County",104883,1554,90027,1578,14856,1664,7623,1206,4672,943,2561,513,NA,NA,34,56
"547","016","011","049","003","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Utah","Box Elder County",53926,908,47107,815,6819,960,3294,647,2542,531,983,345,NA,NA,107,143
"548","016","011","049","005","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Utah","Cache County",122635,1281,99267,1618,23368,1840,14467,1464,4865,724,4036,658,NA,NA,22,43
"549","016","011","049","011","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Utah","Davis County",345020,2816,299140,2774,45880,2526,22296,2066,14751,1285,8833,1215,NA,NA,28,32
"550","016","011","049","013","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Utah","Duchesne County",19935,553,16947,357,2988,607,1478,299,1220,519,290,124,NA,NA,8,14
"551","016","011","049","021","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Utah","Iron County",51478,1119,44403,1417,7075,1114,3357,873,1828,500,1890,479,NA,NA,14,22
"552","016","011","049","029","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Utah","Morgan County",11832,464,10545,303,1287,474,355,168,668,374,264,148,NA,NA,5,10
"553","016","011","049","047","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Utah","Uintah County",36778,957,30698,810,6080,1134,2680,657,1797,498,1603,723,NA,NA,25,37
"554","016","011","049","049","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Utah","Utah County",596103,3256,485762,3283,110341,3590,75189,2796,16159,1348,18993,1896,NA,NA,17,27
"555","016","011","049","053","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Utah","Washington County",167152,1889,144931,2128,22221,2080,12447,1513,4362,837,5412,911,NA,NA,78,98
"556","016","011","049","057","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Utah","Weber County",249795,2152,214934,2303,34861,2359,19688,1884,9590,1324,5583,915,NA,NA,63,72
"557","016","011","051","107","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Virginia","Loudoun County",398905,3041,351415,2773,47454,3137,21406,2184,11712,1227,14336,1579,36,58,11,97
"558","016","011","053","011","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Washington","Clark County",471240,2503,398734,3057,72506,3249,48180,2837,9684,1174,14642,1311,NA,NA,18,28
"559","016","011","053","039","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Washington","Klickitat County",21828,563,19522,460,2306,469,787,233,621,206,898,335,NA,NA,3,22
"560","016","011","053","063","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Washington","Spokane County",494843,3004,411084,3032,83759,2851,59720,2513,10135,969,13904,1569,NA,NA,8,8
"561","016","011","055","125","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Wisconsin","Vilas County",21467,396,19449,331,2018,401,923,268,601,163,494,282,NA,NA,142,211
"562","016","011","056","013","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Wyoming","Fremont County",38742,563,33174,556,5568,623,3890,540,738,203,940,289,NA,NA,60,90
"563","016","011","072","119","Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Puerto Rico","Río Grande Municipio",48911,992,45000,749,3018,745,1368,517,1650,524,893,408,NA,NA,10,22
"564","016","011","AFR",NA,"Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Africa","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,21
"565","016","011","ASI",NA,"Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Asia","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,80
"566","016","011","CAM",NA,"Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Central America","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,40
"567","016","011","EUR",NA,"Idaho","Bingham County",45640,178,39270,997,6229,947,3422,811,1412,375,1395,512,141,101,"Europe","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,29
"568","016","013","004","005","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Arizona","Coconino County",133828,1906,106539,2025,27289,2460,14306,1754,7331,948,5652,793,NA,NA,27,34
"569","016","013","004","013","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Arizona","Maricopa County",4294816,7863,3637569,12791,657176,11666,508750,10297,47928,2845,100498,4438,71,58,4,8
"570","016","013","006","037","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"California","Los Angeles County",9992508,8259,8950027,12213,1042027,12780,717388,10582,180755,5598,143884,4931,454,239,244,355
"571","016","013","006","069","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"California","San Benito County",59541,1100,53775,1188,5766,1037,3108,766,1875,499,783,334,NA,NA,43,69
"572","016","013","008","077","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Colorado","Mesa County",149089,1549,123549,1915,25424,1875,17696,1763,3887,722,3841,669,116,182,42,72
"573","016","013","009","005","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Connecticut","Litchfield County",181487,1426,164322,1356,17165,1555,8434,930,4596,974,4135,636,NA,NA,50,78
"574","016","013","009","011","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Connecticut","New London County",262419,2018,229964,2162,32441,2059,17951,1514,5260,773,9230,1126,14,19,13,24
"575","016","013","012","095","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Florida","Orange County",1334078,6041,1117780,7765,214632,7462,128065,5624,55084,3418,31483,2206,1666,493,28,28
"576","016","013","015","001","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Hawaii","Hawaii County",198906,1698,176268,1848,22598,1630,13291,1424,3105,520,6202,788,40,65,1,2
"577","016","013","016","001","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Idaho","Ada County",458218,3275,389580,3821,68572,3603,43163,2754,12916,1481,12493,1248,66,85,49,75
"578","016","013","016","005","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Idaho","Bannock County",84822,1073,69561,1042,15261,943,8909,720,3630,573,2722,584,NA,NA,13,17
"579","016","013","016","011","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Idaho","Bingham County",45828,986,39270,997,6558,1026,3422,811,1676,486,1460,500,NA,NA,12,21
"580","016","013","016","019","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Idaho","Bonneville County",112990,1243,95382,1563,17608,1608,11049,1305,3392,620,3167,644,NA,NA,4,8
"581","016","013","016","025","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Idaho","Camas County",1068,168,959,148,109,113,34,38,64,109,11,21,NA,NA,64,109
"582","016","013","016","031","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Idaho","Cassia County",23501,759,20361,531,3140,746,1168,352,1456,566,516,375,NA,NA,22,34
"583","016","013","016","037","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Idaho","Custer County",4073,165,3683,192,390,141,207,106,139,94,44,39,NA,NA,56,85
"584","016","013","016","039","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Idaho","Elmore County",26083,772,20866,751,5217,806,2703,630,885,311,1629,375,NA,NA,11,21
"585","016","013","016","047","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Idaho","Gooding County",16289,905,13388,402,2901,855,964,326,1644,790,293,219,NA,NA,2,3
"586","016","013","016","053","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Idaho","Jerome County",23181,690,20041,709,3140,714,1709,530,1051,414,380,223,NA,NA,22,32
"587","016","013","016","059","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Idaho","Lemhi County",7564,308,6772,289,792,297,436,207,259,186,97,54,NA,NA,5,11
"588","016","013","023","015","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Maine","Lincoln County",33983,451,30714,411,3269,467,1584,280,884,224,801,244,NA,NA,35,61
"589","016","013","030","031","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Montana","Gallatin County",106919,1837,87567,1673,19352,1611,11233,1181,3467,538,4652,805,NA,NA,31,56
"590","016","013","036","047","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"New York","Kings County",2590557,6067,2303356,5341,286691,6766,144334,4277,63824,2938,78533,3763,510,210,44,70
"591","016","013","041","001","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Oregon","Baker County",16584,684,12861,418,3723,627,1314,332,1919,493,490,242,NA,NA,11,22
"592","016","013","041","017","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Oregon","Deschutes County",185934,2134,155009,2579,30925,2346,19151,2012,5432,702,6342,839,NA,NA,53,79
"593","016","013","041","065","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Oregon","Wasco County",25640,583,22269,548,3371,594,1622,360,1003,340,746,304,NA,NA,11,23
"594","016","013","049","029","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Utah","Morgan County",11832,464,10545,303,1287,474,355,168,668,374,264,148,NA,NA,7,10
"595","016","013","053","031","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Washington","Jefferson County",31033,633,27616,637,3417,720,1697,519,1019,323,701,294,NA,NA,9,14
"596","016","013","053","033","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Washington","King County",2174996,6346,1796628,7198,378261,7386,251155,6382,66523,2819,60583,2821,107,143,142,140
"597","016","013","053","061","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Washington","Snohomish County",793867,3906,685271,3710,108596,3988,64881,2851,26013,1734,17702,1672,NA,NA,5,11
"598","016","013","053","073","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Washington","Whatcom County",217818,1940,179471,2020,38347,2290,26123,1937,6406,808,5818,1030,NA,NA,16,26
"599","016","013","056","029","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Wyoming","Park County",28926,930,24666,795,4260,895,2107,502,313,119,1840,718,NA,NA,24,42
"600","016","013","056","033","Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Wyoming","Sheridan County",30081,571,25989,669,4092,705,2375,575,437,182,1280,416,NA,NA,16,29
"601","016","013","CAM",NA,"Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Central America","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,24
"602","016","013","CAR",NA,"Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Caribbean","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,31
"603","016","013","EUR",NA,"Idaho","Blaine County",22574,66,20139,596,2331,554,1215,465,260,165,856,430,104,85,"Europe","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,66
"604","016","015","006","037","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"California","Los Angeles County",9992508,8259,8950027,12213,1042027,12780,717388,10582,180755,5598,143884,4931,454,239,12,11
"605","016","015","006","089","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"California","Shasta County",176782,1791,151710,1898,25072,1729,16050,1306,5609,818,3413,647,NA,NA,4,6
"606","016","015","008","077","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Colorado","Mesa County",149089,1549,123549,1915,25424,1875,17696,1763,3887,722,3841,669,116,182,5,9
"607","016","015","016","001","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Idaho","Ada County",458218,3275,389580,3821,68572,3603,43163,2754,12916,1481,12493,1248,66,85,195,120
"608","016","015","016","011","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Idaho","Bingham County",45828,986,39270,997,6558,1026,3422,811,1676,486,1460,500,NA,NA,17,29
"609","016","015","016","019","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Idaho","Bonneville County",112990,1243,95382,1563,17608,1608,11049,1305,3392,620,3167,644,NA,NA,2,4
"610","016","015","016","027","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Idaho","Canyon County",213869,2203,178734,3073,35135,3223,23872,2797,6231,984,5032,917,NA,NA,64,56
"611","016","015","016","043","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Idaho","Fremont County",13165,558,11304,277,1861,551,552,227,819,335,490,283,NA,NA,2,4
"612","016","015","016","045","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Idaho","Gem County",17497,403,15637,522,1860,459,1069,415,492,233,299,141,NA,NA,19,22
"613","016","015","016","047","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Idaho","Gooding County",16289,905,13388,402,2901,855,964,326,1644,790,293,219,NA,NA,8,13
"614","016","015","016","057","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Idaho","Latah County",38883,1149,29548,913,9335,1167,4938,730,1385,427,3012,899,NA,NA,4,6
"615","016","015","016","069","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Idaho","Nez Perce County",40863,795,34269,769,6594,913,3096,607,727,178,2771,548,NA,NA,1,3
"616","016","015","016","075","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Idaho","Payette County",22913,668,19153,719,3760,633,2250,553,957,335,553,189,NA,NA,14,22
"617","016","015","016","083","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Idaho","Twin Falls County",83036,1229,70887,1500,12149,1221,7369,1136,2682,383,2098,420,NA,NA,2,4
"618","016","015","016","085","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Idaho","Valley County",10806,684,8497,636,2309,665,993,460,684,338,632,343,NA,NA,13,18
"619","016","015","018","003","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Indiana","Allen County",370967,1862,316615,2712,54352,2743,37816,2405,9205,1042,7331,908,NA,NA,8,13
"620","016","015","022","071","Idaho","Boise County",7559,29,6844,172,663,165,193,100,341,121,129,64,52,39,"Louisiana","Orleans Parish",392754,2730,333617,2178,59137,2825,31020,1988,13566,1358,14551,1697,NA,NA,16,24
