Table with column headers in rows 2 through 3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,State Name of Geography A,County Name of Geography A,State/U.S. Island Area/Foreign Region of Geography B,County Name of Geography B,Flow from Geography B to Geography A,,Counterflow from Geography A to Geography B1,,Net Migration from Geography B to Geography A1,,Gross Migration between Geography A and Geography B1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,,,,,,,,,,,,,,,,,,,,,,
016,045,015,007,Idaho,Gem County,Hawaii,Kauai County,27,48,0,26,27,48,27,48,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,001,Idaho,Gem County,Idaho,Ada County,271,175,99,64,172,187,370,185,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,003,Idaho,Gem County,Idaho,Adams County,0,19,21,28,-21,28,21,28,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,005,Idaho,Gem County,Idaho,Bannock County,15,23,0,28,15,23,15,23,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,015,Idaho,Gem County,Idaho,Boise County,1,2,5,7,-4,8,6,8,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,017,Idaho,Gem County,Idaho,Bonner County,0,19,3,7,-3,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,019,Idaho,Gem County,Idaho,Bonneville County,2,4,0,28,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,023,Idaho,Gem County,Idaho,Butte County,3,6,0,12,3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,027,Idaho,Gem County,Idaho,Canyon County,132,117,460,438,-328,440,592,466,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,037,Idaho,Gem County,Idaho,Custer County,40,68,0,12,40,68,40,68,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,041,Idaho,Gem County,Idaho,Franklin County,47,48,0,19,47,48,47,48,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,043,Idaho,Gem County,Idaho,Fremont County,7,12,0,19,7,12,7,12,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,049,Idaho,Gem County,Idaho,Idaho County,24,43,21,30,3,53,45,51,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,057,Idaho,Gem County,Idaho,Latah County,0,19,7,13,-7,13,7,13,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,065,Idaho,Gem County,Idaho,Madison County,0,19,49,58,-49,58,49,58,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,073,Idaho,Gem County,Idaho,Owyhee County,0,19,6,11,-6,11,6,11,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,075,Idaho,Gem County,Idaho,Payette County,17,25,0,22,17,25,17,25,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,083,Idaho,Gem County,Idaho,Twin Falls County,0,19,5,9,-5,9,5,9,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,085,Idaho,Gem County,Idaho,Valley County,34,51,0,19,34,51,34,51,,,,,,,,,,,,,,,,,,,,,,,,
016,045,016,087,Idaho,Gem County,Idaho,Washington County,51,78,41,52,10,92,92,95,,,,,,,,,,,,,,,,,,,,,,,,
016,045,017,097,Idaho,Gem County,Illinois,Lake County,0,19,14,33,-14,33,14,33,,,,,,,,,,,,,,,,,,,,,,,,
016,045,019,109,Idaho,Gem County,Iowa,Kossuth County,0,19,79,102,-79,102,79,102,,,,,,,,,,,,,,,,,,,,,,,,
016,045,019,115,Idaho,Gem County,Iowa,Louisa County,0,19,6,9,-6,9,6,9,,,,,,,,,,,,,,,,,,,,,,,,
016,045,019,193,Idaho,Gem County,Iowa,Woodbury County,32,51,0,22,32,51,32,51,,,,,,,,,,,,,,,,,,,,,,,,
016,045,031,055,Idaho,Gem County,Nebraska,Douglas County,0,19,9,14,-9,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,
016,045,032,003,Idaho,Gem County,Nevada,Clark County,53,84,19,32,34,90,72,91,,,,,,,,,,,,,,,,,,,,,,,,
016,045,032,011,Idaho,Gem County,Nevada,Eureka County,8,14,0,12,8,14,8,14,,,,,,,,,,,,,,,,,,,,,,,,
016,045,032,019,Idaho,Gem County,Nevada,Lyon County,3,6,0,29,3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,
016,045,035,035,Idaho,Gem County,New Mexico,Otero County,0,19,2,4,-2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,045,041,011,Idaho,Gem County,Oregon,Coos County,2,4,11,17,-9,18,13,18,,,,,,,,,,,,,,,,,,,,,,,,
016,045,041,017,Idaho,Gem County,Oregon,Deschutes County,8,13,0,28,8,13,8,13,,,,,,,,,,,,,,,,,,,,,,,,
016,045,041,041,Idaho,Gem County,Oregon,Lincoln County,0,19,47,40,-47,40,47,40,,,,,,,,,,,,,,,,,,,,,,,,
016,045,041,045,Idaho,Gem County,Oregon,Malheur County,2,5,2,3,0,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,
016,045,041,051,Idaho,Gem County,Oregon,Multnomah County,0,19,9,14,-9,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,
016,045,041,061,Idaho,Gem County,Oregon,Union County,1,2,0,22,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,045,048,453,Idaho,Gem County,Texas,Travis County,32,51,0,31,32,51,32,51,,,,,,,,,,,,,,,,,,,,,,,,
016,045,049,045,Idaho,Gem County,Utah,Tooele County,0,19,23,37,-23,37,23,37,,,,,,,,,,,,,,,,,,,,,,,,
016,045,053,005,Idaho,Gem County,Washington,Benton County,0,19,28,35,-28,35,28,35,,,,,,,,,,,,,,,,,,,,,,,,
016,045,053,015,Idaho,Gem County,Washington,Cowlitz County,0,19,45,47,-45,47,45,47,,,,,,,,,,,,,,,,,,,,,,,,
016,045,053,027,Idaho,Gem County,Washington,Grays Harbor County,43,71,0,28,43,71,43,71,,,,,,,,,,,,,,,,,,,,,,,,
016,045,053,033,Idaho,Gem County,Washington,King County,8,12,0,28,8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,045,053,041,Idaho,Gem County,Washington,Lewis County,1,2,0,28,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,045,CAM,,Idaho,Gem County,Central America,-,14,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,047,004,019,Idaho,Gooding County,Arizona,Pima County,32,43,0,29,32,43,32,43,,,,,,,,,,,,,,,,,,,,,,,,
016,047,006,067,Idaho,Gooding County,California,Sacramento County,2,4,0,29,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,047,012,095,Idaho,Gooding County,Florida,Orange County,6,11,0,31,6,11,6,11,,,,,,,,,,,,,,,,,,,,,,,,
016,047,013,223,Idaho,Gooding County,Georgia,Paulding County,11,17,0,30,11,17,11,17,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,001,Idaho,Gooding County,Idaho,Ada County,35,44,24,28,11,53,59,51,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,005,Idaho,Gooding County,Idaho,Bannock County,0,19,11,17,-11,17,11,17,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,011,Idaho,Gooding County,Idaho,Bingham County,2,4,0,25,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,013,Idaho,Gooding County,Idaho,Blaine County,14,24,0,22,14,24,14,24,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,019,Idaho,Gooding County,Idaho,Bonneville County,0,19,19,32,-19,32,19,32,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,027,Idaho,Gooding County,Idaho,Canyon County,10,12,0,28,10,12,10,12,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,029,Idaho,Gooding County,Idaho,Caribou County,0,19,9,14,-9,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,031,Idaho,Gooding County,Idaho,Cassia County,10,13,46,46,-36,48,56,48,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,037,Idaho,Gooding County,Idaho,Custer County,5,8,0,12,5,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,039,Idaho,Gooding County,Idaho,Elmore County,13,21,0,22,13,21,13,21,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,049,Idaho,Gooding County,Idaho,Idaho County,0,19,46,37,-46,37,46,37,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,053,Idaho,Gooding County,Idaho,Jerome County,244,234,93,84,151,264,337,231,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,055,Idaho,Gooding County,Idaho,Kootenai County,5,10,0,28,5,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,057,Idaho,Gooding County,Idaho,Latah County,15,26,21,20,-6,28,36,36,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,059,Idaho,Gooding County,Idaho,Lemhi County,0,19,17,26,-17,26,17,26,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,063,Idaho,Gooding County,Idaho,Lincoln County,188,220,3,4,185,220,191,220,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,067,Idaho,Gooding County,Idaho,Minidoka County,14,19,4,10,10,21,18,22,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,069,Idaho,Gooding County,Idaho,Nez Perce County,0,19,11,16,-11,16,11,16,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,077,Idaho,Gooding County,Idaho,Power County,0,19,1,3,-1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,047,016,083,Idaho,Gooding County,Idaho,Twin Falls County,164,94,117,81,47,127,281,121,,,,,,,,,,,,,,,,,,,,,,,,
016,047,030,029,Idaho,Gooding County,Montana,Flathead County,0,19,7,10,-7,10,7,10,,,,,,,,,,,,,,,,,,,,,,,,
016,047,030,053,Idaho,Gooding County,Montana,Lincoln County,0,19,11,18,-11,18,11,18,,,,,,,,,,,,,,,,,,,,,,,,
016,047,032,003,Idaho,Gooding County,Nevada,Clark County,0,19,6,10,-6,10,6,10,,,,,,,,,,,,,,,,,,,,,,,,
016,047,035,001,Idaho,Gooding County,New Mexico,Bernalillo County,12,25,0,28,12,25,12,25,,,,,,,,,,,,,,,,,,,,,,,,
016,047,035,035,Idaho,Gooding County,New Mexico,Otero County,0,19,8,16,-8,16,8,16,,,,,,,,,,,,,,,,,,,,,,,,
016,047,036,009,Idaho,Gooding County,New York,Cattaraugus County,10,20,9,15,1,24,19,26,,,,,,,,,,,,,,,,,,,,,,,,
016,047,037,087,Idaho,Gooding County,North Carolina,Haywood County,7,11,0,28,7,11,7,11,,,,,,,,,,,,,,,,,,,,,,,,
016,047,038,017,Idaho,Gooding County,North Dakota,Cass County,7,11,0,22,7,11,7,11,,,,,,,,,,,,,,,,,,,,,,,,
016,047,038,053,Idaho,Gooding County,North Dakota,McKenzie County,12,18,0,15,12,18,12,18,,,,,,,,,,,,,,,,,,,,,,,,
016,047,038,101,Idaho,Gooding County,North Dakota,Ward County,6,9,0,22,6,9,6,9,,,,,,,,,,,,,,,,,,,,,,,,
016,047,041,019,Idaho,Gooding County,Oregon,Douglas County,10,15,0,28,10,15,10,15,,,,,,,,,,,,,,,,,,,,,,,,
016,047,041,023,Idaho,Gooding County,Oregon,Grant County,0,19,5,7,-5,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,
016,047,041,045,Idaho,Gooding County,Oregon,Malheur County,27,27,37,54,-10,62,64,59,,,,,,,,,,,,,,,,,,,,,,,,
016,047,041,059,Idaho,Gooding County,Oregon,Umatilla County,21,25,0,28,21,25,21,25,,,,,,,,,,,,,,,,,,,,,,,,
016,047,045,015,Idaho,Gooding County,South Carolina,Berkeley County,0,19,14,21,-14,21,14,21,,,,,,,,,,,,,,,,,,,,,,,,
016,047,045,079,Idaho,Gooding County,South Carolina,Richland County,0,19,13,24,-13,24,13,24,,,,,,,,,,,,,,,,,,,,,,,,
016,047,048,239,Idaho,Gooding County,Texas,Jackson County,39,61,0,21,39,61,39,61,,,,,,,,,,,,,,,,,,,,,,,,
016,047,049,005,Idaho,Gooding County,Utah,Cache County,0,19,12,16,-12,16,12,16,,,,,,,,,,,,,,,,,,,,,,,,
016,047,049,021,Idaho,Gooding County,Utah,Iron County,4,6,0,24,4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,047,049,035,Idaho,Gooding County,Utah,Salt Lake County,0,19,6,13,-6,13,6,13,,,,,,,,,,,,,,,,,,,,,,,,
016,047,049,049,Idaho,Gooding County,Utah,Utah County,1,4,28,33,-27,34,29,34,,,,,,,,,,,,,,,,,,,,,,,,
016,047,053,039,Idaho,Gooding County,Washington,Klickitat County,8,13,0,22,8,13,8,13,,,,,,,,,,,,,,,,,,,,,,,,
016,047,053,075,Idaho,Gooding County,Washington,Whitman County,2,4,0,25,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,047,056,025,Idaho,Gooding County,Wyoming,Natrona County,91,80,0,28,91,80,91,80,,,,,,,,,,,,,,,,,,,,,,,,
016,047,056,037,Idaho,Gooding County,Wyoming,Sweetwater County,0,19,3,5,-3,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,
016,047,ASI,,Idaho,Gooding County,Asia,-,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,047,CAM,,Idaho,Gooding County,Central America,-,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,047,EUR,,Idaho,Gooding County,Europe,-,13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,049,002,020,Idaho,Idaho County,Alaska,Anchorage Municipality,0,19,71,79,-71,79,71,79,,,,,,,,,,,,,,,,,,,,,,,,
016,049,002,122,Idaho,Idaho County,Alaska,Kenai Peninsula Borough,4,6,0,20,4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,049,002,180,Idaho,Idaho County,Alaska,Nome Census Area,0,19,1,2,-1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,049,002,198,Idaho,Idaho County,Alaska,Prince of Wales-Hyder Census Area,0,19,5,6,-5,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,
016,049,002,220,Idaho,Idaho County,Alaska,Sitka City and Borough,12,13,0,12,12,13,12,13,,,,,,,,,,,,,,,,,,,,,,,,
016,049,002,261,Idaho,Idaho County,Alaska,Valdez-Cordova Census Area,15,20,0,12,15,20,15,20,,,,,,,,,,,,,,,,,,,,,,,,
016,049,004,005,Idaho,Idaho County,Arizona,Coconino County,0,19,7,11,-7,11,7,11,,,,,,,,,,,,,,,,,,,,,,,,
016,049,004,015,Idaho,Idaho County,Arizona,Mohave County,0,19,128,127,-128,127,128,127,,,,,,,,,,,,,,,,,,,,,,,,
016,049,004,025,Idaho,Idaho County,Arizona,Yavapai County,17,18,0,29,17,18,17,18,,,,,,,,,,,,,,,,,,,,,,,,
016,049,004,027,Idaho,Idaho County,Arizona,Yuma County,0,19,9,14,-9,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,
016,049,006,013,Idaho,Idaho County,California,Contra Costa County,0,19,11,17,-11,17,11,17,,,,,,,,,,,,,,,,,,,,,,,,
016,049,006,049,Idaho,Idaho County,California,Modoc County,2,3,0,17,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,
016,049,006,067,Idaho,Idaho County,California,Sacramento County,6,9,0,29,6,9,6,9,,,,,,,,,,,,,,,,,,,,,,,,
016,049,006,099,Idaho,Idaho County,California,Stanislaus County,3,7,0,29,3,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,
016,049,006,103,Idaho,Idaho County,California,Tehama County,0,19,10,15,-10,15,10,15,,,,,,,,,,,,,,,,,,,,,,,,
016,049,012,085,Idaho,Idaho County,Florida,Martin County,0,19,69,84,-69,84,69,84,,,,,,,,,,,,,,,,,,,,,,,,
016,049,012,133,Idaho,Idaho County,Florida,Washington County,0,19,10,17,-10,17,10,17,,,,,,,,,,,,,,,,,,,,,,,,
016,049,013,223,Idaho,Idaho County,Georgia,Paulding County,6,8,0,30,6,8,6,8,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,001,Idaho,Idaho County,Idaho,Ada County,142,70,73,63,69,96,215,93,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,003,Idaho,Idaho County,Idaho,Adams County,0,19,3,6,-3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,005,Idaho,Idaho County,Idaho,Bannock County,26,27,26,28,0,39,52,39,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,009,Idaho,Idaho County,Idaho,Benewah County,0,19,7,13,-7,13,7,13,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,011,Idaho,Idaho County,Idaho,Bingham County,26,35,23,36,3,50,49,49,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,013,Idaho,Idaho County,Idaho,Blaine County,8,12,0,22,8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,017,Idaho,Idaho County,Idaho,Bonner County,18,15,0,25,18,15,18,15,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,019,Idaho,Idaho County,Idaho,Bonneville County,12,14,25,31,-13,34,37,34,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,021,Idaho,Idaho County,Idaho,Boundary County,8,17,28,47,-20,50,36,51,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,027,Idaho,Idaho County,Idaho,Canyon County,339,350,62,62,277,342,401,368,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,031,Idaho,Idaho County,Idaho,Cassia County,17,19,5,9,12,22,22,20,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,035,Idaho,Idaho County,Idaho,Clearwater County,30,35,14,16,16,38,44,40,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,037,Idaho,Idaho County,Idaho,Custer County,12,29,0,12,12,29,12,29,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,039,Idaho,Idaho County,Idaho,Elmore County,15,21,0,22,15,21,15,21,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,045,Idaho,Idaho County,Idaho,Gem County,21,30,24,43,-3,53,45,51,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,047,Idaho,Idaho County,Idaho,Gooding County,46,37,0,19,46,37,46,37,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,053,Idaho,Idaho County,Idaho,Jerome County,6,10,8,12,-2,17,14,15,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,055,Idaho,Idaho County,Idaho,Kootenai County,63,48,0,28,63,48,63,48,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,057,Idaho,Idaho County,Idaho,Latah County,28,23,70,47,-42,58,98,45,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,059,Idaho,Idaho County,Idaho,Lemhi County,1,2,0,17,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,061,Idaho,Idaho County,Idaho,Lewis County,205,118,69,36,136,120,274,126,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,065,Idaho,Idaho County,Idaho,Madison County,0,19,20,26,-20,26,20,26,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,067,Idaho,Idaho County,Idaho,Minidoka County,9,11,17,29,-8,30,26,31,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,069,Idaho,Idaho County,Idaho,Nez Perce County,91,54,167,99,-76,110,258,115,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,073,Idaho,Idaho County,Idaho,Owyhee County,4,9,0,19,4,9,4,9,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,075,Idaho,Idaho County,Idaho,Payette County,11,13,13,14,-2,19,24,19,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,083,Idaho,Idaho County,Idaho,Twin Falls County,28,27,8,18,20,32,36,32,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,085,Idaho,Idaho County,Idaho,Valley County,19,27,0,19,19,27,19,27,,,,,,,,,,,,,,,,,,,,,,,,
016,049,016,087,Idaho,Idaho County,Idaho,Washington County,27,36,0,17,27,36,27,36,,,,,,,,,,,,,,,,,,,,,,,,
016,049,025,017,Idaho,Idaho County,Massachusetts,Middlesex County,3,4,0,29,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,
016,049,027,059,Idaho,Idaho County,Minnesota,Isanti County,0,19,7,9,-7,9,7,9,,,,,,,,,,,,,,,,,,,,,,,,
016,049,027,083,Idaho,Idaho County,Minnesota,Lyon County,34,42,0,16,34,42,34,42,,,,,,,,,,,,,,,,,,,,,,,,
016,049,027,141,Idaho,Idaho County,Minnesota,Sherburne County,6,9,0,20,6,9,6,9,,,,,,,,,,,,,,,,,,,,,,,,
016,049,029,059,Idaho,Idaho County,Missouri,Dallas County,0,19,105,142,-105,142,105,142,,,,,,,,,,,,,,,,,,,,,,,,
016,049,029,063,Idaho,Idaho County,Missouri,DeKalb County,0,19,1,2,-1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,049,030,013,Idaho,Idaho County,Montana,Cascade County,16,23,0,23,16,23,16,23,,,,,,,,,,,,,,,,,,,,,,,,
016,049,030,015,Idaho,Idaho County,Montana,Chouteau County,11,16,0,14,11,16,11,16,,,,,,,,,,,,,,,,,,,,,,,,
016,049,030,029,Idaho,Idaho County,Montana,Flathead County,10,15,0,23,10,15,10,15,,,,,,,,,,,,,,,,,,,,,,,,
016,049,030,031,Idaho,Idaho County,Montana,Gallatin County,0,19,5,10,-5,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,
016,049,030,063,Idaho,Idaho County,Montana,Missoula County,0,19,14,22,-14,22,14,22,,,,,,,,,,,,,,,,,,,,,,,,
016,049,030,077,Idaho,Idaho County,Montana,Powell County,0,19,9,13,-9,13,9,13,,,,,,,,,,,,,,,,,,,,,,,,
016,049,030,081,Idaho,Idaho County,Montana,Ravalli County,5,7,20,31,-15,32,25,32,,,,,,,,,,,,,,,,,,,,,,,,
016,049,030,083,Idaho,Idaho County,Montana,Richland County,0,19,6,9,-6,9,6,9,,,,,,,,,,,,,,,,,,,,,,,,
016,049,032,003,Idaho,Idaho County,Nevada,Clark County,9,12,0,29,9,12,9,12,,,,,,,,,,,,,,,,,,,,,,,,
016,049,034,003,Idaho,Idaho County,New Jersey,Bergen County,2,3,0,28,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,
016,049,037,087,Idaho,Idaho County,North Carolina,Haywood County,11,16,0,28,11,16,11,16,,,,,,,,,,,,,,,,,,,,,,,,
016,049,038,105,Idaho,Idaho County,North Dakota,Williams County,12,19,15,27,-3,32,27,35,,,,,,,,,,,,,,,,,,,,,,,,
016,049,040,031,Idaho,Idaho County,Oklahoma,Comanche County,16,32,0,22,16,32,16,32,,,,,,,,,,,,,,,,,,,,,,,,
016,049,040,143,Idaho,Idaho County,Oklahoma,Tulsa County,0,19,13,21,-13,21,13,21,,,,,,,,,,,,,,,,,,,,,,,,
016,049,041,001,Idaho,Idaho County,Oregon,Baker County,12,20,0,19,12,20,12,20,,,,,,,,,,,,,,,,,,,,,,,,
016,049,041,005,Idaho,Idaho County,Oregon,Clackamas County,3,7,0,28,3,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,
016,049,041,007,Idaho,Idaho County,Oregon,Clatsop County,0,19,22,39,-22,39,22,39,,,,,,,,,,,,,,,,,,,,,,,,
016,049,041,013,Idaho,Idaho County,Oregon,Crook County,23,26,0,22,23,26,23,26,,,,,,,,,,,,,,,,,,,,,,,,
016,049,041,025,Idaho,Idaho County,Oregon,Harney County,0,19,4,7,-4,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,
016,049,041,029,Idaho,Idaho County,Oregon,Jackson County,2,5,0,28,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,
016,049,041,035,Idaho,Idaho County,Oregon,Klamath County,0,19,8,13,-8,13,8,13,,,,,,,,,,,,,,,,,,,,,,,,
016,049,041,039,Idaho,Idaho County,Oregon,Lane County,29,36,14,22,15,32,43,51,,,,,,,,,,,,,,,,,,,,,,,,
016,049,041,055,Idaho,Idaho County,Oregon,Sherman County,0,19,5,8,-5,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,
016,049,045,089,Idaho,Idaho County,South Carolina,Williamsburg County,14,20,0,26,14,20,14,20,,,,,,,,,,,,,,,,,,,,,,,,
016,049,048,027,Idaho,Idaho County,Texas,Bell County,5,7,0,31,5,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,
016,049,048,053,Idaho,Idaho County,Texas,Burnet County,9,12,0,28,9,12,9,12,,,,,,,,,,,,,,,,,,,,,,,,
016,049,048,085,Idaho,Idaho County,Texas,Collin County,3,7,0,31,3,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,
016,049,048,121,Idaho,Idaho County,Texas,Denton County,1,2,0,31,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,049,048,291,Idaho,Idaho County,Texas,Liberty County,0,19,8,11,-8,11,8,11,,,,,,,,,,,,,,,,,,,,,,,,
016,049,049,005,Idaho,Idaho County,Utah,Cache County,4,8,0,27,4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,049,049,035,Idaho,Idaho County,Utah,Salt Lake County,2,4,0,27,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,049,049,057,Idaho,Idaho County,Utah,Weber County,31,48,0,27,31,48,31,48,,,,,,,,,,,,,,,,,,,,,,,,
016,049,051,810,Idaho,Idaho County,Virginia,Virginia Beach city,4,8,0,28,4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,049,053,003,Idaho,Idaho County,Washington,Asotin County,18,17,7,12,11,20,25,22,,,,,,,,,,,,,,,,,,,,,,,,
016,049,053,005,Idaho,Idaho County,Washington,Benton County,0,19,8,15,-8,15,8,15,,,,,,,,,,,,,,,,,,,,,,,,
016,049,053,011,Idaho,Idaho County,Washington,Clark County,7,10,5,9,2,10,12,16,,,,,,,,,,,,,,,,,,,,,,,,
016,049,053,033,Idaho,Idaho County,Washington,King County,39,33,51,86,-12,91,90,93,,,,,,,,,,,,,,,,,,,,,,,,
016,049,053,055,Idaho,Idaho County,Washington,San Juan County,0,19,10,15,-10,15,10,15,,,,,,,,,,,,,,,,,,,,,,,,
016,049,053,061,Idaho,Idaho County,Washington,Snohomish County,13,20,0,28,13,20,13,20,,,,,,,,,,,,,,,,,,,,,,,,
016,049,053,063,Idaho,Idaho County,Washington,Spokane County,20,24,0,28,20,24,20,24,,,,,,,,,,,,,,,,,,,,,,,,
016,049,053,065,Idaho,Idaho County,Washington,Stevens County,0,19,8,14,-8,14,8,14,,,,,,,,,,,,,,,,,,,,,,,,
016,049,053,067,Idaho,Idaho County,Washington,Thurston County,13,22,0,28,13,22,13,22,,,,,,,,,,,,,,,,,,,,,,,,
016,049,053,077,Idaho,Idaho County,Washington,Yakima County,0,19,8,14,-8,14,8,14,,,,,,,,,,,,,,,,,,,,,,,,
016,049,055,139,Idaho,Idaho County,Wisconsin,Winnebago County,0,19,3,4,-3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,
016,049,ASI,,Idaho,Idaho County,Asia,-,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,049,CAR,,Idaho,Idaho County,Caribbean,-,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,049,EUR,,Idaho,Idaho County,Europe,-,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
